-6.253636688761461,0.2977108759113136,-7.71040961187863,3.058144369864994
-6.921970446310292,-0.42541350016411994,-8.239111665743481,2.765582877015095
-7.590304203859122,-1.1485378762395535,-8.767813719608332,2.473021384165196
-8.258637961407953,-1.871662252314987,-9.296515773473184,2.1804598913152966
-8.926971718956782,-2.5947866283904206,-9.825217827338035,1.8878983984653974
-9.595305476505612,-3.317911004465854,-10.353919881202886,1.5953369056154982
-10.263639234054441,-4.041035380541287,-10.882621935067737,1.302775412765599
-10.93197299160327,-4.764159756616721,-11.411323988932589,1.0102139199156999
-11.6003067491521,-5.487284132692154,-11.94002604279744,0.7176524270658007
-12.26864050670093,-6.210408508767587,-12.468728096662291,0.4250909342159015
-12.93697426424976,-6.933532884843021,-12.997430150527142,0.1325294413660023
-13.605308021798589,-7.656657260918454,-13.526132204391994,-0.16003205148389688
-14.273641779347418,-8.379781636993888,-14.054834258256845,-0.45259354433379606
-14.941975536896248,-9.102906013069322,-14.583536312121696,-0.7451550371836952
-15.610309294445077,-9.826030389144757,-15.112238365986547,-1.0377165300335944
-16.278643051993907,-10.549154765220191,-15.640940419851399,-1.3302780228834936
-16.946976809542736,-11.272279141295625,-16.169642473716248,-1.6228395157333928
-17.615310567091566,-11.99540351737106,-16.6983445275811,-1.915401008583292
-18.283644324640395,-12.718527893446494,-17.22704658144595,-2.207962501433191
-18.951978082189225,-13.441652269521928,-17.755748635310802,-2.5005239942830904
-19.620311839738054,-14.164776645597362,-18.284450689175653,-2.7930854871329895
-20.288645597286884,-14.887901021672796,-18.813152743040504,-3.0856469799828887
-20.956979354835713,-15.61102539774823,-19.341854796905356,-3.378208472832788
-21.625313112384543,-16.334149773823665,-19.870556850770207,-3.670769965682687
-22.293646869933372,-17.057274149899097,-20.399258904635058,-3.9633314585325863
-22.961980627482202,-17.78039852597453,-20.92796095849991,-4.255892951382485
-23.63031438503103,-18.503522902049962,-21.45666301236476,-4.548454444232384
-24.29864814257986,-19.226647278125395,-21.985365066229612,-4.8410159370822825
-24.96698190012869,-19.949771654200827,-22.514067120094463,-5.133577429932181
-25.63531565767752,-20.67289603027626,-23.042769173959314,-5.42613892278208
-26.30364941522635,-21.396020406351692,-23.571471227824166,-5.718700415631979
-26.97198317277518,-22.119144782427124,-24.100173281689017,-6.0112619084818775
-27.64031693032401,-22.842269158502557,-24.628875335553868,-6.303823401331776
-28.308650687872838,-23.56539353457799,-25.15757738941872,-6.596384894181675
-28.976984445421667,-24.28851791065342,-25.68627944328357,-6.888946387031574
-29.645318202970497,-25.011642286728854,-26.214981497148422,-7.181507879881472
-30.313651960519326,-25.734766662804287,-26.743683551013273,-7.474069372731371
-30.981985718068156,-26.45789103887972,-27.272385604878124,-7.76663086558127
-31.650319475616985,-27.18101541495515,-27.801087658742976,-8.059192358431169
-32.31865323316582,-27.904139791030584,-28.329789712607827,-8.351753851281067
-32.98698699071465,-28.627264167106016,-28.858491766472678,-8.644315344130966
-33.65532074826348,-29.35038854318145,-29.38719382033753,-8.936876836980865
-34.32365450581231,-30.07351291925688,-29.91589587420238,-9.229438329830764
-34.99198826336114,-30.796637295332314,-30.444597928067232,-9.521999822680662
-35.660322020909966,-31.519761671407746,-30.973299981932083,-9.814561315530561
-36.328655778458796,-32.24288604748318,-31.502002035796934,-10.10712280838046
-36.996989536007625,-32.966010423558615,-32.03070408966178,-10.399684301230359
-37.665323293556455,-33.68913479963405,-32.55940614352663,-10.692245794080257
-38.333657051105284,-34.41225917570948,-33.08810819739148,-10.984807286930156
-39.001990808654114,-35.13538355178491,-33.616810251256325,-11.277368779780055
-39.67032456620294,-35.858507927860344,-34.14551230512117,-11.569930272629954
-40.33865832375177,-36.58163230393578,-34.67421435898602,-11.862491765479852
-41.0069920813006,-37.30475668001121,-35.20291641285087,-12.155053258329751
-41.67532583884943,-38.02788105608664,-35.731618466715716,-12.44761475117965
-42.34365959639826,-38.751005432162074,-36.260320520580564,-12.740176244029549
-43.01199335394709,-39.47412980823751,-36.78902257444541,-13.032737736879447
-43.68032711149592,-40.19725418431294,-37.31772462831026,-13.325299229729346
-44.34866086904475,-40.92037856038837,-37.84642668217511,-13.617860722579245
-45.01699462659358,-41.643502936463804,-38.375128736039954,-13.910422215429143
-45.68532838414241,-42.36662731253924,-38.9038307899048,-14.202983708279042
-46.35366214169124,-43.08975168861467,-39.43253284376965,-14.495545201128941
-47.02199589924007,-43.8128760646901,-39.9612348976345,-14.78810669397884
-47.6903296567889,-44.536000440765534,-40.489936951499345,-15.080668186828738
-48.35866341433773,-45.259124816840966,-41.01863900536419,-15.373229679678637
-49.026997171886556,-45.9822491929164,-41.54734105922904,-15.665791172528536
-49.695330929435386,-46.70537356899183,-42.07604311309389,-15.958352665378435
-50.363664686984215,-47.428497945067264,-42.604745166958736,-16.250914158228333
-51.031998444533045,-48.151622321142696,-43.133447220823584,-16.543475651078232
-51.700332202081874,-48.87474669721813,-43.66214927468843,-16.83603714392813
-52.368665959630704,-49.59787107329356,-44.19085132855328,-17.12859863677803
-53.03699971717953,-50.32099544936899,-44.71955338241813,-17.42116012962793
-53.70533347472836,-51.044119825444426,-45.248255436282975,-17.713721622477827
-54.37366723227719,-51.76724420151986,-45.77695749014782,-18.006283115327726
-55.04200098982602,-52.49036857759529,-46.30565954401267,-18.298844608177625
-55.71033474737485,-53.21349295367072,-46.83436159787752,-18.591406101027523
-56.37866850492368,-53.936617329746156,-47.363063651742365,-18.883967593877422
-57.04700226247251,-54.65974170582159,-47.89176570560721,-19.17652908672732
-57.71533602002134,-55.38286608189702,-48.42046775947206,-19.46909057957722
-58.38366977757017,-56.10599045797245,-48.94916981333691,-19.76165207242712
-59.052003535119,-56.829114834047886,-49.477871867201756,-20.054213565277017
-59.72033729266783,-57.55223921012332,-50.006573921066604,-20.346775058126916
-60.38867105021666,-58.27536358619875,-50.53527597493145,-20.639336550976815
-61.05700480776549,-58.99848796227418,-51.0639780287963,-20.931898043826713
-61.72533856531432,-59.721612338349615,-51.59268008266115,-21.224459536676612
-62.39367232286315,-60.44473671442505,-52.121382136525995,-21.51702102952651
-63.062006080411976,-61.16786109050048,-52.65008419039084,-21.80958252237641
-63.730339837960805,-61.89098546657591,-53.17878624425569,-22.10214401522631
-64.39867359550963,-62.614109842651345,-53.70748829812054,-22.394705508076207
-65.06700735305847,-63.33723421872678,-54.236190351985385,-22.687267000926106
-65.73534111060731,-64.06035859480221,-54.76489240585023,-22.979828493776004
-66.40367486815614,-64.78348297087764,-55.29359445971508,-23.272389986625903
-67.07200862570498,-65.50660734695307,-55.82229651357993,-23.564951479475802
-67.74034238325382,-66.22973172302851,-56.350998567444776,-23.8575129723257
-68.40867614080265,-66.95285609910394,-56.879700621309624,-24.1500744651756
-69.07700989835149,-67.67598047517937,-57.40840267517447,-24.442635958025498
-69.74534365590033,-68.3991048512548,-57.93710472903932,-24.735197450875397
-70.41367741344916,-69.12222922733024,-58.46580678290417,-25.027758943725296
-71.082011170998,-69.84535360340567,-58.994508836769015,-25.320320436575194
-71.75034492854684,-70.5684779794811,-59.52321089063386,-25.612881929425093
-72.41867868609567,-71.29160235555653,-60.05191294449871,-25.905443422274992
